id_cliente,ingreso_mensual_fijo,ingreso_mensual_variable,ingreso_mensual,gastos_esenciales_mensuales,gastos_no_escenciales_mensuales,gastos_totales_del_mes,cuotas_mensuales_deuda,ahorro_mensual,ahorro_previo,ahorro_total,ratio_ahorro_neto,ratio_endeudamiento_dti,gastos_esenciales_ratio,gastos_estilo_vida_ratio,meses_supervivencia,frecuencia_transacciones_ocio,perfil_financiero,modalidad_pago_tarjeta
USR_468,1.987.430,0,1.987.430,1.336.947,252.481,1.847.467,258.039,-118.076,20.371,-97.705,"-5,94%","12,98%","67,27%","12,70%","-0,06125759098",12,En Riesgo,total
USR_469,789.282,307.156,1.096.438,503.052,189.335,692.387,0,404.051,0,404.051,"36,85%","0,00%","45,88%","17,27%","0,8031992716",11,Saludable,sin_deuda
USR_470,2.513.374,187.810,2.701.184,904.457,487.258,1.974.136,582.421,144.627,430.917,575.544,"5,35%","21,56%","33,48%","18,04%","0,387082195",7,En Observación,total
USR_471,18.244,0,18.244,132.334,1.351,136.855,3.170,-121.781,0,-121.781,"-667,51%","17,38%","725,36%","7,41%","-0,8987262369",4,En Riesgo,total
USR_472,2.461.694,0,2.461.694,850.602,441.507,1.354.082,61.973,1.045.639,202.053,1.247.692,"42,48%","2,52%","34,55%","17,94%","1,367221324",14,Saludable,total
USR_473,6.264,0,6.264,243.666,1.331,245.162,165,-239.063,0,-239.063,"-3816,46%","2,63%","3889,94%","21,25%","-0,9804454725",10,En Riesgo,total
USR_474,2.025.060,12.526,2.037.586,1.024.834,617.303,1.642.137,0,395.449,56.374,451.823,"19,41%","0,00%","50,30%","30,30%","0,440874327",11,Saludable,sin_deuda
USR_475,1.247.416,337.808,1.585.224,1.029.903,443.633,1.836.496,362.960,-614.232,228.483,-385.749,"-38,75%","22,90%","64,97%","27,99%","-0,2769468354",5,En Riesgo,total
USR_476,2.507.545,0,2.507.545,1.247.300,747.419,1.994.719,0,512.826,52.400,565.226,"20,45%","0,00%","49,74%","29,81%","0,4531596248",13,Saludable,sin_deuda
USR_477,489.224,0,489.224,284.192,25.893,460.270,150.185,-121.231,727.492,606.261,"-24,78%","30,70%","58,09%","5,29%","1,395702351",8,En Riesgo,parcial
USR_478,1.247.945,0,1.247.945,869.976,157.470,1.185.223,157.777,-95.055,1.694.748,1.599.693,"-7,62%","12,64%","69,71%","12,62%","1,556495578",5,En Riesgo,parcial
USR_479,2.463.224,154.746,2.617.970,923.085,737.193,1.660.278,0,957.692,0,957.692,"36,58%","0,00%","35,26%","28,16%","1,037490589",7,Saludable,sin_deuda
USR_480,1.190.738,0,1.190.738,488.075,261.243,963.180,213.862,13.696,1.001.504,1.015.200,"1,15%","17,96%","40,99%","21,94%","1,446283641",8,En Observación,total
USR_481,1.175.150,197.286,1.372.436,628.343,71.174,699.517,0,672.919,459.137,1.132.056,"49,03%","0,00%","45,78%","5,19%","1,801652919",10,Saludable,sin_deuda
USR_482,1.213.731,12.773,1.226.504,574.901,406.676,1.484.871,503.294,-761.661,0,-761.661,"-62,10%","41,03%","46,87%","33,16%","-0,7064223077",5,En Riesgo,parcial
USR_483,1.199.688,0,1.199.688,557.145,384.480,1.227.961,286.336,-314.609,167.880,-146.729,"-26,22%","23,87%","46,44%","32,05%","-0,1739564969",5,En Riesgo,parcial
USR_484,1.249.929,0,1.249.929,828.758,302.416,1.350.423,219.249,-319.743,498.168,178.425,"-25,58%","17,54%","66,30%","24,19%","0,1702517254",4,En Riesgo,parcial
USR_485,1.223.509,0,1.223.509,716.503,89.637,1.027.938,221.798,-26.227,304.081,277.854,"-2,14%","18,13%","58,56%","7,33%","0,2961245911",5,En Riesgo,total
USR_486,1.958.577,308.105,2.266.682,1.231.176,721.440,2.865.765,913.149,-1.512.232,0,-1.512.232,"-66,72%","40,29%","54,32%","31,83%","-0,7052251874",12,En Riesgo,parcial
USR_487,0,37.118,37.118,144.415,9.439,159.945,6.091,-128.918,708.947,580.029,"-347,32%","16,41%","389,07%","25,43%","3,853859647",2,En Riesgo,parcial
USR_488,758.666,558.615,1.317.281,829.250,426.385,1.393.330,137.695,-213.744,0,-213.744,"-16,23%","10,45%","62,95%","32,37%","-0,2210508354",7,En Riesgo,parcial
USR_489,2.507.761,0,2.507.761,1.710.354,785.209,2.601.752,106.189,-200.180,0,-200.180,"-7,98%","4,23%","68,20%","31,31%","-0,1101983273",9,En Riesgo,total
USR_490,1.986.368,0,1.986.368,1.248.391,657.589,1.905.980,0,80.388,1.292.751,1.373.139,"4,05%","0,00%","62,85%","33,11%","1,099927026",9,En Observación,sin_deuda
USR_491,1.156.783,233.882,1.390.665,418.070,321.665,1.074.977,335.242,-19.554,28.933,9.379,"-1,41%","24,11%","30,06%","23,13%","0,01245035258",7,En Riesgo,total
USR_492,1.191.914,161.252,1.353.166,750.412,134.117,884.529,0,468.637,332.410,801.047,"34,63%","0,00%","55,46%","9,91%","1,067476266",10,Saludable,sin_deuda
USR_493,820.507,0,820.507,262.935,233.767,587.466,90.764,142.277,0,142.277,"17,34%","11,06%","32,05%","28,49%","0,4022544593",8,Saludable,total
USR_494,529.026,121.575,650.601,262.220,173.818,436.038,0,214.563,471.270,685.833,"32,98%","0,00%","40,30%","26,72%","2,615486996",10,Saludable,sin_deuda
USR_495,1.217.526,190.518,1.408.044,455.939,436.196,892.135,0,515.909,395.278,911.187,"36,64%","0,00%","32,38%","30,98%","1,998484446",10,Saludable,sin_deuda
USR_496,820.835,0,820.835,444.497,89.847,872.374,338.030,-389.569,143.671,-245.898,"-47,46%","41,18%","54,15%","10,95%","-0,3142358027",3,En Riesgo,total
USR_497,1.195.765,841.295,2.037.060,1.170.568,240.865,1.803.171,391.738,-157.849,210.245,52.396,"-7,75%","19,23%","57,46%","11,82%","0,03353760403",4,En Riesgo,total
USR_498,469.956,552.096,1.022.052,353.421,369.618,723.039,0,299.013,0,299.013,"29,26%","0,00%","34,58%","36,16%","0,8460532906",7,Saludable,sin_deuda
USR_499,2.537.895,157.613,2.695.508,1.222.509,842.325,2.064.834,0,630.674,409.603,1.040.277,"23,40%","0,00%","45,35%","31,25%","0,8509360667",7,Saludable,sin_deuda
USR_500,2.496.240,0,2.496.240,1.204.422,918.317,3.286.679,1.163.940,-1.954.379,361.537,-1.592.842,"-78,29%","46,63%","48,25%","36,79%","-0,6725500578",8,En Riesgo,total
